    0.0000000000E+00   -0.8011185833E-22    0.0000000000E+00   -0.1142047143E-21    0.0000000000E+00    0.6000043687E-22    0.0000000000E+00    0.7416625243E-23    0.0000000000E+00    0.1703263873E-21    0.0000000000E+00    0.6000043687E-22    0.0000000000E+00   -0.3165608136E-21    0.0000000000E+00   -0.2024500158E-21    0.0000000000E+00   -0.4925927601E-22    0.0000000000E+00    0.2942178102E-22    0.0000000000E+00    0.1553409165E-22    0.0000000000E+00    0.6608598170E-22    0.0000000000E+00   -0.2676357739E-21    0.0000000000E+00   -0.5867664213E-22
    0.9975062344E-02   -0.3470407259E-21    0.0000000000E+00   -0.4552623246E-21    0.0000000000E+00    0.5768092904E-22    0.0000000000E+00   -0.1077878698E-21    0.0000000000E+00    0.1438593109E-21    0.0000000000E+00    0.5768092904E-22    0.0000000000E+00    0.3271173864E-22    0.0000000000E+00   -0.3424088229E-21    0.0000000000E+00   -0.4941561655E-22    0.0000000000E+00    0.9686409631E-23    0.0000000000E+00    0.8659694177E-22    0.0000000000E+00    0.6577091517E-22    0.0000000000E+00   -0.3559840863E-22    0.0000000000E+00   -0.1174465909E-21
    0.1995012469E-01   -0.7567894247E-22    0.0000000000E+00   -0.2593894896E-21    0.0000000000E+00    0.6007243380E-22    0.0000000000E+00   -0.2054436027E-22    0.0000000000E+00    0.1708009588E-21    0.0000000000E+00    0.6007243380E-22    0.0000000000E+00   -0.3205661035E-21    0.0000000000E+00   -0.3207966577E-21    0.0000000000E+00   -0.4909469492E-22    0.0000000000E+00    0.5899754892E-22    0.0000000000E+00    0.1435321965E-22    0.0000000000E+00    0.6591311954E-22    0.0000000000E+00   -0.2704940792E-21    0.0000000000E+00   -0.1180362757E-21
    0.2992518703E-01   -0.3514370421E-21    0.0000000000E+00   -0.4371243878E-21    0.0000000000E+00    0.5767507487E-22    0.0000000000E+00   -0.1045910270E-21    0.0000000000E+00    0.1431364779E-21    0.0000000000E+00    0.5767507487E-22    0.0000000000E+00    0.3661238607E-22    0.0000000000E+00   -0.3260070002E-21    0.0000000000E+00   -0.4926359972E-22    0.0000000000E+00    0.4639514069E-23    0.0000000000E+00    0.8765589306E-22    0.0000000000E+00    0.6559294137E-22    0.0000000000E+00   -0.3306722545E-22    0.0000000000E+00   -0.1095460250E-21
    0.3990024938E-01   -0.7087362463E-22    0.0000000000E+00   -0.2634257780E-21    0.0000000000E+00    0.6014504021E-22    0.0000000000E+00   -0.2022794351E-22    0.0000000000E+00    0.1710449579E-21    0.0000000000E+00    0.6014504021E-22    0.0000000000E+00   -0.3244620803E-21    0.0000000000E+00   -0.3263277804E-21    0.0000000000E+00   -0.4893323150E-22    0.0000000000E+00    0.6035921897E-22    0.0000000000E+00    0.1305489592E-22    0.0000000000E+00    0.6574445813E-22    0.0000000000E+00   -0.2731923388E-21    0.0000000000E+00   -0.1210618305E-21
    0.4987531172E-01   -0.3560657530E-21    0.0000000000E+00   -0.4341784258E-21    0.0000000000E+00    0.5766638968E-22    0.0000000000E+00   -0.1044723004E-21    0.0000000000E+00    0.1424373860E-21    0.0000000000E+00    0.5766638968E-22    0.0000000000E+00    0.4061465111E-22    0.0000000000E+00   -0.3216683574E-21    0.0000000000E+00   -0.4911520518E-22    0.0000000000E+00    0.2603185408E-23    0.0000000000E+00    0.8877751582E-22    0.0000000000E+00    0.6541880850E-22    0.0000000000E+00   -0.3047336362E-22    0.0000000000E+00   -0.1078748386E-21
    0.5985037406E-01   -0.6586021145E-22    0.0000000000E+00   -0.2627486284E-21    0.0000000000E+00    0.6021839392E-22    0.0000000000E+00   -0.1893135218E-22    0.0000000000E+00    0.1713147998E-21    0.0000000000E+00    0.6021839392E-22    0.0000000000E+00   -0.3284837607E-21    0.0000000000E+00   -0.3281813688E-21    0.0000000000E+00   -0.4877478669E-22    0.0000000000E+00    0.6081625255E-22    0.0000000000E+00    0.1170726392E-22    0.0000000000E+00    0.6557992110E-22    0.0000000000E+00   -0.2759668829E-21    0.0000000000E+00   -0.1220071469E-21
    0.6982543641E-01   -0.3609204726E-21    0.0000000000E+00   -0.4341086192E-21    0.0000000000E+00    0.5765481304E-22    0.0000000000E+00   -0.1049679902E-21    0.0000000000E+00    0.1417375219E-21    0.0000000000E+00    0.5765481304E-22    0.0000000000E+00    0.4474439246E-22    0.0000000000E+00   -0.3195356281E-21    0.0000000000E+00   -0.4897037059E-22    0.0000000000E+00    0.1119731066E-23    0.0000000000E+00    0.8995704526E-22    0.0000000000E+00    0.6524843365E-22    0.0000000000E+00   -0.2778953334E-22    0.0000000000E+00   -0.1079443545E-21
    0.7980049875E-01   -0.6063014759E-22    0.0000000000E+00   -0.2609500467E-21    0.0000000000E+00    0.6029263303E-22    0.0000000000E+00   -0.1736393617E-22    0.0000000000E+00    0.1716182851E-21    0.0000000000E+00    0.6029263303E-22    0.0000000000E+00   -0.3326418643E-21    0.0000000000E+00   -0.3292407155E-21    0.0000000000E+00   -0.4861926360E-22    0.0000000000E+00    0.6108800921E-22    0.0000000000E+00    0.1030881138E-22    0.0000000000E+00    0.6541944398E-22    0.0000000000E+00   -0.2788241762E-21    0.0000000000E+00   -0.1214171838E-21
    0.8977556110E-01   -0.3660100210E-21    0.0000000000E+00   -0.4352115830E-21    0.0000000000E+00    0.5764027609E-22    0.0000000000E+00   -0.1057391533E-21    0.0000000000E+00    0.1410326676E-21    0.0000000000E+00    0.5764027609E-22    0.0000000000E+00    0.4900947904E-22    0.0000000000E+00   -0.3182403382E-21    0.0000000000E+00   -0.4882903381E-22    0.0000000000E+00   -0.1512459254E-24    0.0000000000E+00    0.9119598095E-22    0.0000000000E+00    0.6508172461E-22    0.0000000000E+00   -0.2500703641E-22    0.0000000000E+00   -0.1122467262E-21
