    0.0000000000E+00    0.1994370256E-17    0.0000000000E+00   -0.4925927601E-18    0.0000000000E+00    0.1394365887E-17    0.0000000000E+00    0.6608598170E-18    0.0000000000E+00    0.1526024055E-17
    0.9975062344E-02    0.1974064877E-17    0.0000000000E+00   -0.4941561655E-18    0.0000000000E+00    0.1397255586E-17    0.0000000000E+00    0.6577091517E-18    0.0000000000E+00    0.1502829295E-17
    0.1995012469E-01    0.1995437668E-17    0.0000000000E+00   -0.4909469492E-18    0.0000000000E+00    0.1394713330E-17    0.0000000000E+00    0.6591311954E-18    0.0000000000E+00    0.1526248995E-17
    0.2992518703E-01    0.1974419163E-17    0.0000000000E+00   -0.4926359972E-18    0.0000000000E+00    0.1397668414E-17    0.0000000000E+00    0.6559294137E-18    0.0000000000E+00    0.1502559876E-17
    0.3990024938E-01    0.1996517339E-17    0.0000000000E+00   -0.4893323150E-18    0.0000000000E+00    0.1395066937E-17    0.0000000000E+00    0.6574445813E-18    0.0000000000E+00    0.1526512021E-17
    0.4987531172E-01    0.1974756381E-17    0.0000000000E+00   -0.4911520518E-18    0.0000000000E+00    0.1398092484E-17    0.0000000000E+00    0.6541880850E-18    0.0000000000E+00    0.1502316824E-17
    0.5985037406E-01    0.1997613633E-17    0.0000000000E+00   -0.4877478669E-18    0.0000000000E+00    0.1395429693E-17    0.0000000000E+00    0.6557992110E-18    0.0000000000E+00    0.1526822390E-17
    0.6982543641E-01    0.1975080637E-17    0.0000000000E+00   -0.4897037059E-18    0.0000000000E+00    0.1398532506E-17    0.0000000000E+00    0.6524843365E-18    0.0000000000E+00    0.1502115568E-17
    0.7980049875E-01    0.1998732245E-17    0.0000000000E+00   -0.4861926360E-18    0.0000000000E+00    0.1395805915E-17    0.0000000000E+00    0.6541944398E-18    0.0000000000E+00    0.1527187707E-17
    0.8977556110E-01    0.1975398413E-17    0.0000000000E+00   -0.4882903381E-18    0.0000000000E+00    0.1398995652E-17    0.0000000000E+00    0.6508172461E-18    0.0000000000E+00    0.1502019386E-17
    0.9975062344E-01    0.1999880645E-17    0.0000000000E+00   -0.4846655760E-18    0.0000000000E+00    0.1396201596E-17    0.0000000000E+00    0.6526293472E-18    0.0000000000E+00    0.1527132334E-17
    0.1097256858E+00    0.1975720271E-17    0.0000000000E+00   -0.4869108985E-18    0.0000000000E+00    0.1399493235E-17    0.0000000000E+00    0.6491857813E-18    0.0000000000E+00    0.1495363856E-17
    0.1197007481E+00    0.2001068153E-17    0.0000000000E+00   -0.4831640077E-18    0.0000000000E+00    0.1396624558E-17    0.0000000000E+00    0.6511039878E-18    0.0000000000E+00    0.1514545126E-17
    0.1296758105E+00    0.1976064879E-17    0.0000000000E+00   -0.4855622144E-18    0.0000000000E+00    0.1400044917E-17    0.0000000000E+00    0.6475904236E-18    0.0000000000E+00    0.1481286656E-17
